website|weeknumber|activity_level_label|url|season|statename|activity_level|weekend
Flu Statistics|35|Insufficient Data|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2012-13|Connecticut|0|Aug-31-2013
Weekly Influenza Surveillance Reports|35|Insufficient Data|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|2012-13|Delaware|0|Aug-31-2013
Influenza Information|35|Insufficient Data|http://doh.dc.gov/page/influenza-season|2012-13|District of Columbia|0|Aug-31-2013
Influenza|35|Insufficient Data|http://doh.vi.gov/|2012-13|Virgin Islands|0|Aug-31-2013
Influenza - Flu|36|Insufficient Data|http://chfs.ky.gov/dph/epi/Influenza.htm|2012-13|Kentucky|0|Sep-07-2013
Weekly Influenza Surveillance Reports|36|Insufficient Data|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|2012-13|Delaware|0|Sep-07-2013
Influenza Information|36|Insufficient Data|http://doh.dc.gov/page/influenza-season|2012-13|District of Columbia|0|Sep-07-2013
Influenza|36|Insufficient Data|http://www.ndflu.com/default.aspx|2012-13|North Dakota|0|Sep-07-2013
Iowa Influenza Surveillance Network|35|Insufficient Data|http://idph.iowa.gov/influenza/surveillance|2012-13|Iowa|0|Aug-31-2013
Iowa Influenza Surveillance Network|36|Insufficient Data|http://idph.iowa.gov/influenza/surveillance|2012-13|Iowa|0|Sep-07-2013
Influenza|36|Insufficient Data|http://doh.vi.gov/|2012-13|Virgin Islands|0|Sep-07-2013
Weekly Influenza Surveillance Reports|37|Insufficient Data|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|2012-13|Delaware|0|Sep-14-2013
Influenza Information|37|Insufficient Data|http://doh.dc.gov/page/influenza-season|2012-13|District of Columbia|0|Sep-14-2013
Iowa Influenza Surveillance Network|37|Insufficient Data|http://idph.iowa.gov/influenza/surveillance|2012-13|Iowa|0|Sep-14-2013
Influenza - Flu|37|Insufficient Data|http://chfs.ky.gov/dph/epi/Influenza.htm|2012-13|Kentucky|0|Sep-14-2013
Influenza|37|Insufficient Data|http://www.ndflu.com/default.aspx|2012-13|North Dakota|0|Sep-14-2013
Influenza|37|Insufficient Data|http://doh.vi.gov/|2012-13|Virgin Islands|0|Sep-14-2013
Weekly Influenza Surveillance Reports|38|Insufficient Data|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|2012-13|Delaware|0|Sep-21-2013
Influenza Information|38|Insufficient Data|http://doh.dc.gov/page/influenza-season|2012-13|District of Columbia|0|Sep-21-2013
Influenza - Flu|38|Insufficient Data|http://chfs.ky.gov/dph/epi/Influenza.htm|2012-13|Kentucky|0|Sep-21-2013
North Carolina Influenza Update|38|Insufficient Data|http://www.flu.nc.gov/ |2012-13|North Carolina|0|Sep-21-2013
Influenza|38|Insufficient Data|http://www.ndflu.com/default.aspx|2012-13|North Dakota|0|Sep-21-2013
Influenza|38|Insufficient Data|http://doh.vi.gov/|2012-13|Virgin Islands|0|Sep-21-2013
Weekly Influenza Surveillance Reports|39|Insufficient Data|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|2012-13|Delaware|0|Sep-28-2013
Influenza Information|39|Insufficient Data|http://doh.dc.gov/page/influenza-season|2012-13|District of Columbia|0|Sep-28-2013
Influenza|39|Insufficient Data|http://www.ndflu.com/default.aspx|2012-13|North Dakota|0|Sep-28-2013
Communicable Disease and Immunizations|39|Insufficient Data|http://www.healthy.arkansas.gov/programs-services/topics/influenza|2012-13|Arkansas|0|Sep-28-2013
Iowa Influenza Surveillance Network|38|Insufficient Data|http://idph.iowa.gov/influenza/surveillance|2012-13|Iowa|0|Sep-21-2013
Influenza|39|Insufficient Data|http://doh.vi.gov/|2012-13|Virgin Islands|0|Sep-28-2013
Puerto Rico Departamento de Salud|40|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Oct-05-2013
Influenza|40|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Oct-05-2013
Puerto Rico Departamento de Salud|41|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Oct-12-2013
Influenza|41|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Oct-12-2013
Puerto Rico Departamento de Salud|42|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Oct-19-2013
Influenza|42|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Oct-19-2013
Puerto Rico Departamento de Salud|43|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Oct-26-2013
Influenza|43|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Oct-26-2013
Puerto Rico Departamento de Salud|44|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Nov-02-2013
Influenza|44|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Nov-02-2013
Puerto Rico Departamento de Salud|45|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Nov-09-2013
Influenza|45|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Nov-09-2013
Puerto Rico Departamento de Salud|46|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Nov-16-2013
Influenza|46|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Nov-16-2013
Puerto Rico Departamento de Salud|47|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Nov-23-2013
Influenza|47|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Nov-23-2013
Puerto Rico Departamento de Salud|48|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Nov-30-2013
Influenza|48|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Nov-30-2013
Puerto Rico Departamento de Salud|49|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Dec-07-2013
Influenza|49|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Dec-07-2013
Puerto Rico Departamento de Salud|50|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Dec-14-2013
Influenza|50|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Dec-14-2013
Puerto Rico Departamento de Salud|51|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Dec-21-2013
Influenza|51|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Dec-21-2013
Influenza|52|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Dec-28-2013
Puerto Rico Departamento de Salud|1|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Jan-04-2014
Influenza|1|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Jan-04-2014
Puerto Rico Departamento de Salud|2|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Jan-11-2014
Influenza|2|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Jan-11-2014
Puerto Rico Departamento de Salud|3|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Jan-18-2014
Influenza|3|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Jan-18-2014
Puerto Rico Departamento de Salud|4|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Jan-25-2014
Influenza|4|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Jan-25-2014
Puerto Rico Departamento de Salud|5|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Feb-01-2014
Influenza|5|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Feb-01-2014
Puerto Rico Departamento de Salud|6|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Feb-08-2014
Influenza|6|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Feb-08-2014
Puerto Rico Departamento de Salud|7|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Feb-15-2014
Influenza|7|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Feb-15-2014
Puerto Rico Departamento de Salud|8|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Feb-22-2014
Influenza|8|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Feb-22-2014
Influenza Information|9|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|Mar-01-2014
Puerto Rico Departamento de Salud|9|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Mar-01-2014
Influenza|9|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Mar-01-2014
Influenza Information|10|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|Mar-08-2014
Puerto Rico Departamento de Salud|10|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Mar-08-2014
Influenza|10|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Mar-08-2014
Influenza Information|11|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|Mar-15-2014
Influenza Information|12|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|Mar-22-2014
Puerto Rico Departamento de Salud|11|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Mar-15-2014
Influenza|11|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Mar-15-2014
Puerto Rico Departamento de Salud|12|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Mar-22-2014
Influenza|12|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Mar-22-2014
Influenza Information|13|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|Mar-29-2014
Puerto Rico Departamento de Salud|13|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Mar-29-2014
Influenza|13|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Mar-29-2014
Influenza Information|14|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|Apr-05-2014
Puerto Rico Departamento de Salud|14|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Apr-05-2014
Influenza|14|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Apr-05-2014
Influenza Information|15|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|Apr-12-2014
Influenza Information|16|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|Apr-19-2014
Puerto Rico Departamento de Salud|15|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Apr-12-2014
Influenza|15|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Apr-12-2014
Puerto Rico Departamento de Salud|16|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Apr-19-2014
Influenza|16|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Apr-19-2014
Influenza Information|17|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|Apr-26-2014
Influenza Information|18|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|May-03-2014
Puerto Rico Departamento de Salud|17|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Apr-26-2014
Influenza|17|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Apr-26-2014
Puerto Rico Departamento de Salud|18|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|May-03-2014
Influenza|18|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|May-03-2014
Influenza Information|19|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|May-10-2014
Puerto Rico Departamento de Salud|19|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|May-10-2014
Influenza|19|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|May-10-2014
Influenza Information|20|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|May-17-2014
Puerto Rico Departamento de Salud|20|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|May-17-2014
Influenza|20|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|May-17-2014
Influenza Information|21|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|May-24-2014
Flu Statistics|21|Insufficient Data|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2013-14|Connecticut|0|May-24-2014
Influenza Information|22|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|May-31-2014
Puerto Rico Departamento de Salud|21|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|May-24-2014
Influenza|21|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|May-24-2014
Flu Statistics|22|Insufficient Data|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2013-14|Connecticut|0|May-31-2014
Puerto Rico Departamento de Salud|22|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|May-31-2014
Influenza|22|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|May-31-2014
Influenza|23|Insufficient Data|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2013-14|Idaho|0|Jun-07-2014
Influenza Information|23|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|Jun-07-2014
Puerto Rico Departamento de Salud|23|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Jun-07-2014
Influenza|23|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Jun-07-2014
Flu Statistics|23|Insufficient Data|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2013-14|Connecticut|0|Jun-07-2014
Flu Statistics|24|Insufficient Data|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2013-14|Connecticut|0|Jun-14-2014
Influenza Information|24|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|Jun-14-2014
Influenza|24|Insufficient Data|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2013-14|Idaho|0|Jun-14-2014
Puerto Rico Departamento de Salud|24|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Jun-14-2014
Influenza|24|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Jun-14-2014
Influenza|25|Insufficient Data|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2013-14|Idaho|0|Jun-21-2014
Influenza|26|Insufficient Data|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2013-14|Idaho|0|Jun-28-2014
Influenza Surveillance Report|25|Insufficient Data|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |2013-14|Alaska|0|Jun-21-2014
Influenza Information|25|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|Jun-21-2014
Flu Statistics|25|Insufficient Data|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2013-14|Connecticut|0|Jun-21-2014
Puerto Rico Departamento de Salud|25|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Jun-21-2014
Influenza|25|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Jun-21-2014
Influenza Surveillance Report|26|Insufficient Data|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |2013-14|Alaska|0|Jun-28-2014
Flu Statistics|26|Insufficient Data|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2013-14|Connecticut|0|Jun-28-2014
Influenza Information|26|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|Jun-28-2014
Influenza|27|Insufficient Data|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2013-14|Idaho|0|Jul-05-2014
Puerto Rico Departamento de Salud|26|Insufficient Data|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2013-14|Puerto Rico|0|Jun-28-2014
Influenza|26|Insufficient Data|http://doh.vi.gov/|2013-14|Virgin Islands|0|Jun-28-2014
Influenza Surveillance Report|27|Insufficient Data|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |2013-14|Alaska|0|Jul-05-2014
Influenza Information|27|Insufficient Data|http://doh.dc.gov/page/influenza-season|2013-14|District of Columbia|0|Jul-05-2014
Flu Statistics|27|Insufficient Data|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2013-14|Connecticut|0|Jul-05-2014
